appointment_id,date,day_of_week,hour_of_day,barber_id,service_type,service_duration_min,booking_channel,lead_time_days,is_returning_customer,previous_no_shows,total_previous_visits,reminder_sent,no_show
APT-0094,2024-04-24,Wednesday,9,B02,combo,45,app,6,1,1,6,1,1
APT-0095,2024-04-25,Thursday,16,B03,haircut,30,app,13,1,0,2,1,0
APT-0096,2024-04-26,Friday,10,B03,haircut,30,walk-in,3,1,2,8,0,1
APT-0097,2024-04-26,Friday,15,B01,haircut,30,app,1,0,0,0,1,0
APT-0098,2024-04-27,Saturday,16,B01,haircut,30,app,5,1,1,19,1,0
APT-0099,2024-04-29,Monday,17,B03,haircut,30,app,6,1,1,13,1,0
APT-0100,2024-04-29,Monday,16,B01,haircut,30,app,1,1,1,8,1,0
APT-0101,2024-05-03,Friday,12,B04,combo,45,phone,5,1,2,9,1,0
APT-0102,2024-05-07,Tuesday,16,B01,haircut,30,walk-in,2,1,0,2,1,0
APT-0103,2024-05-07,Tuesday,17,B03,combo,45,walk-in,10,1,0,8,1,0
APT-0104,2024-05-10,Friday,12,B03,beard_trim,20,phone,9,1,1,12,0,0
APT-0105,2024-05-10,Friday,10,B01,beard_trim,20,phone,4,1,0,1,1,0
APT-0106,2024-05-14,Tuesday,17,B01,beard_trim,20,app,13,1,1,18,1,0
APT-0107,2024-05-14,Tuesday,10,B04,haircut,30,walk-in,13,1,1,10,1,1
APT-0108,2024-05-16,Thursday,14,B01,beard_trim,20,app,1,0,0,0,1,0
APT-0109,2024-05-18,Saturday,11,B02,haircut,30,app,3,0,0,0,1,0
APT-0110,2024-05-18,Saturday,10,B02,combo,45,walk-in,6,1,0,16,1,0
APT-0111,2024-05-21,Tuesday,16,B01,haircut,30,walk-in,1,1,1,7,1,0
APT-0112,2024-05-22,Wednesday,10,B03,haircut,30,app,3,1,1,18,1,0
APT-0113,2024-05-24,Friday,15,B03,beard_trim,20,phone,2,1,1,10,1,0
APT-0114,2024-05-25,Saturday,15,B02,beard_trim,20,phone,13,1,0,13,1,1
APT-0115,2024-05-28,Tuesday,9,B03,haircut,30,app,4,1,2,4,1,1
APT-0116,2024-05-28,Tuesday,10,B01,beard_trim,20,app,8,1,2,19,0,1
APT-0117,2024-05-28,Tuesday,16,B01,haircut,30,app,3,0,0,0,1,0
APT-0118,2024-05-28,Tuesday,14,B02,beard_trim,20,phone,1,1,1,1,0,0
APT-0119,2024-05-29,Wednesday,10,B04,haircut,30,app,10,1,0,9,0,0
APT-0120,2024-05-29,Wednesday,18,B01,haircut,30,phone,0,1,2,16,1,0
APT-0121,2024-05-30,Thursday,11,B01,haircut,30,app,1,0,0,0,1,0
APT-0122,2024-05-31,Friday,9,B02,haircut,30,walk-in,3,1,0,17,1,0
APT-0123,2024-05-31,Friday,18,B03,haircut,30,phone,7,0,0,0,1,0
APT-0124,2024-06-03,Monday,9,B01,haircut,30,walk-in,3,0,0,0,0,0
APT-0125,2024-06-03,Monday,14,B02,haircut,30,app,1,1,0,10,0,0
APT-0126,2024-06-05,Wednesday,18,B03,haircut,30,phone,3,0,0,0,0,1
APT-0127,2024-06-07,Friday,14,B02,beard_trim,20,walk-in,2,1,0,4,0,0
APT-0128,2024-06-07,Friday,14,B01,haircut,30,app,0,1,2,15,1,0
APT-0129,2024-06-07,Friday,12,B01,beard_trim,20,app,5,0,0,0,1,0
APT-0130,2024-06-07,Friday,10,B02,combo,45,app,1,1,0,4,1,0
APT-0131,2024-06-08,Saturday,14,B02,haircut,30,app,3,1,1,8,0,0
APT-0132,2024-06-10,Monday,17,B04,combo,45,app,6,1,0,12,1,0
APT-0133,2024-06-11,Tuesday,9,B03,haircut,30,app,7,1,0,6,0,0
APT-0134,2024-06-12,Wednesday,17,B03,haircut,30,app,2,1,1,7,1,0
APT-0135,2024-06-13,Thursday,13,B04,beard_trim,20,phone,3,0,0,0,1,1
APT-0136,2024-06-14,Friday,14,B02,beard_trim,20,app,2,0,0,0,0,0
APT-0137,2024-06-14,Friday,10,B02,combo,45,app,13,1,2,14,1,1
APT-0138,2024-06-15,Saturday,15,B04,haircut,30,phone,2,1,0,13,1,0
APT-0139,2024-06-15,Saturday,10,B01,beard_trim,20,app,2,1,0,3,1,0
APT-0140,2024-06-15,Saturday,11,B03,haircut,30,app,4,1,0,7,1,1
APT-0141,2024-06-15,Saturday,16,B03,haircut,30,app,2,0,0,0,1,0
APT-0142,2024-06-17,Monday,9,B01,haircut,30,app,2,1,2,5,0,1
APT-0143,2024-06-18,Tuesday,13,B02,combo,45,phone,1,0,0,0,0,0
APT-0144,2024-06-19,Wednesday,14,B01,haircut,30,app,6,1,0,7,1,0
APT-0145,2024-06-22,Saturday,10,B01,combo,45,app,6,1,0,13,1,0
APT-0146,2024-06-24,Monday,11,B02,beard_trim,20,walk-in,6,0,0,0,1,0
APT-0147,2024-06-27,Thursday,12,B01,beard_trim,20,walk-in,8,0,0,0,1,1
APT-0148,2024-06-27,Thursday,15,B03,beard_trim,20,app,3,1,1,13,1,0
APT-0149,2024-06-27,Thursday,18,B04,combo,45,app,11,0,0,0,1,0
APT-0150,2024-06-29,Saturday,17,B03,haircut,30,phone,8,1,0,15,0,0
APT-0151,2024-06-29,Saturday,10,B01,haircut,30,walk-in,9,1,0,11,1,0
APT-0152,2024-07-01,Monday,9,B01,beard_trim,20,walk-in,7,0,0,0,1,0
APT-0153,2024-07-03,Wednesday,9,B01,haircut,30,app,3,1,1,7,1,1
APT-0154,2024-07-03,Wednesday,14,B01,haircut,30,app,3,0,0,0,1,0
APT-0155,2024-07-04,Thursday,10,B04,haircut,30,app,4,0,0,0,0,0
APT-0156,2024-07-05,Friday,11,B02,haircut,30,walk-in,1,1,1,14,1,0
APT-0157,2024-07-05,Friday,17,B01,haircut,30,walk-in,4,1,0,15,1,0
APT-0158,2024-07-06,Saturday,17,B03,haircut,30,app,0,1,1,1,0,0
APT-0159,2024-07-06,Saturday,17,B02,combo,45,phone,0,0,0,0,0,1
APT-0160,2024-07-08,Monday,11,B01,haircut,30,app,12,1,0,7,1,0
APT-0161,2024-07-09,Tuesday,15,B01,combo,45,phone,7,1,2,16,1,1
APT-0162,2024-07-10,Wednesday,15,B03,combo,45,walk-in,5,1,0,9,1,0
APT-0163,2024-07-10,Wednesday,10,B03,haircut,30,phone,3,1,0,11,0,0
APT-0164,2024-07-12,Friday,14,B01,beard_trim,20,app,5,1,0,7,1,0
APT-0165,2024-07-13,Saturday,14,B04,beard_trim,20,phone,11,0,0,0,0,1
APT-0166,2024-07-15,Monday,12,B04,beard_trim,20,app,6,1,2,3,0,1
APT-0167,2024-07-16,Tuesday,16,B03,haircut,30,walk-in,6,1,1,18,1,0
APT-0168,2024-07-18,Thursday,15,B01,haircut,30,app,4,1,2,4,1,1
APT-0169,2024-07-18,Thursday,14,B01,haircut,30,walk-in,3,1,0,17,1,0
APT-0170,2024-07-19,Friday,16,B04,beard_trim,20,app,7,1,0,1,1,0
APT-0171,2024-07-19,Friday,16,B02,combo,45,app,14,1,0,1,0,0
APT-0172,2024-07-19,Friday,14,B03,beard_trim,20,app,4,0,0,0,0,1
APT-0173,2024-07-22,Monday,11,B03,beard_trim,20,app,4,1,1,11,1,0
APT-0174,2024-07-22,Monday,16,B01,combo,45,app,4,1,0,6,0,0
APT-0175,2024-07-22,Monday,16,B03,beard_trim,20,phone,4,1,2,12,0,1
APT-0176,2024-07-24,Wednesday,18,B04,haircut,30,app,14,1,2,16,1,1
APT-0177,2024-07-26,Friday,10,B03,combo,45,app,7,0,0,0,0,1
APT-0178,2024-07-26,Friday,13,B02,haircut,30,app,3,1,0,11,1,0
APT-0179,2024-07-27,Saturday,18,B04,haircut,30,app,3,1,1,15,1,0
APT-0180,2024-07-27,Saturday,14,B02,beard_trim,20,walk-in,4,1,1,9,0,0
APT-0181,2024-07-27,Saturday,18,B03,combo,45,walk-in,0,1,2,18,1,1
APT-0182,2024-07-29,Monday,9,B03,haircut,30,app,5,1,1,13,1,0
APT-0183,2024-07-29,Monday,9,B03,haircut,30,phone,9,1,1,1,1,1
APT-0184,2024-07-29,Monday,16,B01,haircut,30,phone,7,1,0,11,0,1
APT-0185,2024-07-30,Tuesday,12,B01,haircut,30,walk-in,2,0,0,0,1,0
APT-0186,2024-07-30,Tuesday,14,B01,haircut,30,app,7,1,1,3,0,0
APT-0187,2024-08-01,Thursday,13,B02,beard_trim,20,app,7,1,2,19,1,0
APT-0188,2024-08-01,Thursday,13,B02,combo,45,phone,2,1,1,5,0,1
APT-0189,2024-08-03,Saturday,18,B02,haircut,30,walk-in,6,1,0,2,1,0
APT-0190,2024-08-03,Saturday,9,B02,haircut,30,phone,6,1,0,5,0,1
APT-0191,2024-08-05,Monday,16,B03,haircut,30,phone,9,0,0,0,1,1
APT-0192,2024-08-05,Monday,17,B04,haircut,30,app,1,1,0,12,1,0
APT-0193,2024-08-07,Wednesday,15,B01,beard_trim,20,phone,2,1,2,16,1,0
APT-0194,2024-08-09,Friday,12,B03,beard_trim,20,walk-in,4,0,0,0,1,0
APT-0195,2024-08-12,Monday,10,B03,beard_trim,20,app,0,0,0,0,1,0
APT-0196,2024-08-12,Monday,15,B02,haircut,30,phone,4,1,0,8,1,0
APT-0197,2024-08-13,Tuesday,13,B01,beard_trim,20,app,8,0,0,0,1,0
APT-0198,2024-08-13,Tuesday,10,B03,haircut,30,phone,1,1,1,11,1,0
APT-0199,2024-08-15,Thursday,12,B04,haircut,30,phone,4,0,0,0,0,0
APT-0200,2024-08-15,Thursday,18,B03,combo,45,phone,14,1,1,19,1,0
APT-0201,2024-08-15,Thursday,11,B04,beard_trim,20,walk-in,5,0,0,0,0,0
APT-0202,2024-08-17,Saturday,10,B04,combo,45,app,5,1,0,6,0,0
APT-0203,2024-08-19,Monday,15,B02,combo,45,app,5,1,2,19,0,0
APT-0204,2024-08-20,Tuesday,10,B03,beard_trim,20,app,2,1,2,10,1,1
APT-0205,2024-08-20,Tuesday,18,B02,combo,45,app,1,1,2,4,1,0
APT-0206,2024-08-23,Friday,17,B04,haircut,30,app,7,1,2,10,1,0
APT-0207,2024-08-23,Friday,18,B01,haircut,30,app,4,0,0,0,0,1
APT-0208,2024-08-23,Friday,18,B02,haircut,30,app,3,1,2,14,1,1
APT-0209,2024-08-27,Tuesday,11,B04,haircut,30,app,0,1,2,11,1,0
APT-0210,2024-08-28,Wednesday,11,B01,haircut,30,app,10,1,1,14,1,0
APT-0211,2024-08-29,Thursday,12,B03,haircut,30,phone,0,1,2,18,0,0
APT-0212,2024-08-31,Saturday,13,B02,beard_trim,20,app,8,1,1,14,1,0
APT-0213,2024-09-02,Monday,17,B04,beard_trim,20,phone,3,1,0,7,1,0
APT-0214,2024-09-02,Monday,16,B04,beard_trim,20,walk-in,6,0,0,0,1,0
APT-0215,2024-09-02,Monday,15,B02,haircut,30,phone,2,0,0,0,1,0
APT-0216,2024-09-02,Monday,17,B03,beard_trim,20,app,2,0,0,0,0,1
APT-0217,2024-09-02,Monday,15,B02,haircut,30,app,5,1,1,6,1,0
APT-0218,2024-09-03,Tuesday,12,B03,haircut,30,phone,7,1,1,16,0,0
APT-0219,2024-09-03,Tuesday,13,B03,haircut,30,phone,2,1,0,18,1,0
APT-0220,2024-09-03,Tuesday,14,B03,haircut,30,app,4,1,2,8,1,0
APT-0221,2024-09-04,Wednesday,9,B01,haircut,30,app,4,0,0,0,0,0
APT-0222,2024-09-05,Thursday,16,B01,combo,45,phone,2,1,2,19,1,0
APT-0223,2024-09-06,Friday,15,B03,beard_trim,20,app,5,0,0,0,0,0
APT-0224,2024-09-07,Saturday,16,B02,beard_trim,20,phone,1,1,1,7,0,1
APT-0225,2024-09-09,Monday,14,B02,haircut,30,app,5,1,1,15,1,0
APT-0226,2024-09-09,Monday,16,B01,combo,45,app,1,1,2,10,1,1
APT-0227,2024-09-10,Tuesday,18,B02,beard_trim,20,walk-in,4,0,0,0,1,0
APT-0228,2024-09-10,Tuesday,14,B04,haircut,30,app,3,0,0,0,1,0
APT-0229,2024-09-11,Wednesday,13,B01,beard_trim,20,phone,4,1,1,2,0,0
APT-0230,2024-09-13,Friday,10,B02,haircut,30,app,4,0,0,0,1,0
APT-0231,2024-09-16,Monday,16,B04,haircut,30,app,11,1,2,8,1,0
APT-0232,2024-09-16,Monday,18,B01,haircut,30,walk-in,4,1,1,17,0,0
APT-0233,2024-09-17,Tuesday,15,B03,beard_trim,20,app,9,0,0,0,1,1
APT-0234,2024-09-17,Tuesday,17,B01,haircut,30,app,2,0,0,0,1,0
APT-0235,2024-09-21,Saturday,17,B04,haircut,30,walk-in,3,1,0,3,0,0
APT-0236,2024-09-23,Monday,16,B03,haircut,30,phone,1,1,2,11,1,0
APT-0237,2024-09-23,Monday,14,B04,combo,45,phone,4,1,0,19,1,0
APT-0238,2024-09-23,Monday,9,B01,haircut,30,app,7,1,0,12,0,0
APT-0239,2024-09-24,Tuesday,9,B02,haircut,30,app,9,0,0,0,1,0
APT-0240,2024-09-25,Wednesday,11,B03,haircut,30,phone,5,1,2,17,0,0
APT-0241,2024-09-26,Thursday,13,B01,combo,45,app,6,1,2,12,0,0
APT-0242,2024-09-26,Thursday,16,B01,beard_trim,20,app,2,1,2,12,1,1
APT-0243,2024-09-26,Thursday,13,B01,combo,45,phone,0,1,2,5,1,0
APT-0244,2024-09-27,Friday,9,B04,haircut,30,app,9,1,0,19,0,1
APT-0245,2024-09-27,Friday,11,B03,haircut,30,app,2,1,2,15,1,0
APT-0246,2024-09-28,Saturday,18,B03,beard_trim,20,app,1,1,1,17,1,1
APT-0247,2024-09-30,Monday,18,B03,haircut,30,app,12,1,0,19,1,0
APT-0248,2024-09-30,Monday,12,B02,combo,45,phone,13,1,1,7,1,0
APT-0249,2024-10-01,Tuesday,17,B02,combo,45,walk-in,6,0,0,0,1,1
APT-0250,2024-10-03,Thursday,16,B02,haircut,30,app,3,1,0,17,1,0
APT-0251,2024-10-03,Thursday,18,B03,combo,45,app,9,1,1,9,1,0
APT-0252,2024-10-09,Wednesday,17,B01,beard_trim,20,phone,2,0,0,0,1,1
APT-0253,2024-10-09,Wednesday,15,B04,haircut,30,app,4,1,1,14,1,0
APT-0254,2024-10-09,Wednesday,12,B03,haircut,30,phone,3,1,0,5,1,0
APT-0255,2024-10-11,Friday,15,B02,haircut,30,walk-in,11,1,2,7,0,0
APT-0256,2024-10-14,Monday,12,B02,combo,45,phone,11,1,1,12,0,0
APT-0257,2024-10-15,Tuesday,12,B01,haircut,30,app,6,0,0,0,1,1
APT-0258,2024-10-16,Wednesday,15,B04,haircut,30,walk-in,1,0,0,0,1,0
APT-0259,2024-10-16,Wednesday,14,B04,beard_trim,20,app,4,0,0,0,1,0
APT-0260,2024-10-17,Thursday,14,B04,haircut,30,walk-in,2,1,2,13,1,0
APT-0261,2024-10-17,Thursday,12,B02,haircut,30,phone,11,1,0,1,0,1
APT-0262,2024-10-17,Thursday,13,B01,beard_trim,20,phone,1,1,1,2,0,0
APT-0263,2024-10-18,Friday,9,B01,haircut,30,walk-in,1,0,0,0,1,0
APT-0264,2024-10-19,Saturday,15,B01,haircut,30,phone,7,0,0,0,1,1
APT-0265,2024-10-21,Monday,14,B01,haircut,30,app,4,1,1,1,1,0
APT-0266,2024-10-24,Thursday,18,B01,haircut,30,app,9,0,0,0,0,1
APT-0267,2024-10-25,Friday,14,B04,haircut,30,phone,1,1,0,3,1,0
APT-0268,2024-10-25,Friday,13,B01,beard_trim,20,phone,9,1,2,12,1,0
APT-0269,2024-10-26,Saturday,9,B01,combo,45,app,0,1,0,1,0,0
APT-0270,2024-10-26,Saturday,10,B03,haircut,30,phone,0,1,1,1,0,1
APT-0271,2024-10-30,Wednesday,12,B02,combo,45,phone,4,0,0,0,1,1
APT-0272,2024-10-30,Wednesday,12,B03,beard_trim,20,app,2,0,0,0,1,0
APT-0273,2024-11-01,Friday,12,B03,beard_trim,20,app,6,0,0,0,1,0
APT-0274,2024-11-01,Friday,12,B04,beard_trim,20,app,0,1,1,10,1,0
APT-0275,2024-11-02,Saturday,16,B03,beard_trim,20,app,0,1,1,16,1,0
APT-0276,2024-11-04,Monday,10,B02,combo,45,app,7,1,0,12,0,0
APT-0277,2024-11-06,Wednesday,12,B03,haircut,30,app,2,0,0,0,1,0
APT-0278,2024-11-06,Wednesday,10,B02,beard_trim,20,app,6,1,1,6,1,0
APT-0279,2024-11-07,Thursday,12,B02,haircut,30,app,8,0,0,0,1,0
APT-0280,2024-11-07,Thursday,15,B02,haircut,30,phone,1,1,1,3,1,1
APT-0281,2024-11-09,Saturday,9,B01,beard_trim,20,app,8,1,2,12,1,0
APT-0282,2024-11-11,Monday,12,B03,haircut,30,walk-in,2,0,0,0,0,0
APT-0283,2024-11-13,Wednesday,9,B01,haircut,30,walk-in,3,1,1,1,1,0
APT-0284,2024-11-13,Wednesday,18,B01,haircut,30,phone,1,0,0,0,1,0
APT-0285,2024-11-14,Thursday,16,B01,haircut,30,walk-in,9,1,1,14,0,0
APT-0286,2024-11-14,Thursday,11,B03,beard_trim,20,walk-in,5,1,1,5,1,1
APT-0287,2024-11-15,Friday,10,B02,beard_trim,20,app,5,1,0,1,1,0
APT-0288,2024-11-16,Saturday,9,B03,haircut,30,phone,13,1,1,13,0,0
APT-0289,2024-11-18,Monday,13,B04,haircut,30,app,3,1,0,11,1,0
APT-0290,2024-11-20,Wednesday,16,B01,haircut,30,phone,11,0,0,0,1,0
APT-0291,2024-11-23,Saturday,14,B03,haircut,30,phone,7,1,0,19,1,0
APT-0292,2024-11-25,Monday,17,B02,beard_trim,20,app,12,1,2,14,1,1
APT-0293,2024-11-26,Tuesday,12,B01,beard_trim,20,app,11,0,0,0,1,0
APT-0294,2024-11-28,Thursday,11,B03,haircut,30,walk-in,14,1,0,5,1,0
APT-0295,2024-12-02,Monday,13,B04,haircut,30,app,1,1,1,6,1,0
APT-0296,2024-12-03,Tuesday,11,B01,combo,45,app,9,1,2,9,0,1
APT-0297,2024-12-03,Tuesday,18,B02,beard_trim,20,app,9,0,0,0,1,0
APT-0298,2024-12-04,Wednesday,10,B01,haircut,30,phone,6,1,1,7,0,0
APT-0299,2024-12-06,Friday,13,B02,haircut,30,walk-in,3,1,1,5,1,0
APT-0300,2024-12-06,Friday,14,B03,haircut,30,phone,13,0,0,0,1,0
APT-0301,2024-12-07,Saturday,9,B03,combo,45,app,2,0,0,0,1,0
APT-0302,2024-12-10,Tuesday,13,B03,haircut,30,app,5,1,2,7,1,0
APT-0303,2024-12-11,Wednesday,13,B01,haircut,30,app,5,1,0,8,1,0
APT-0304,2024-12-13,Friday,11,B03,combo,45,phone,2,1,1,7,1,0
APT-0305,2024-12-16,Monday,10,B03,beard_trim,20,walk-in,7,0,0,0,0,1
APT-0306,2024-12-16,Monday,9,B03,haircut,30,phone,1,1,0,10,1,0
APT-0307,2024-12-17,Tuesday,9,B01,haircut,30,app,7,1,1,4,0,0
APT-0308,2024-12-19,Thursday,13,B02,haircut,30,phone,10,0,0,0,1,1
APT-0309,2024-12-19,Thursday,9,B02,beard_trim,20,app,3,1,0,14,1,0
APT-0310,2024-12-19,Thursday,18,B01,haircut,30,phone,7,0,0,0,1,0
APT-0311,2024-12-20,Friday,11,B01,combo,45,phone,2,0,0,0,0,1
APT-0312,2024-12-20,Friday,15,B02,combo,45,phone,10,1,2,18,1,0
